Buchungskreis;Hauptbuchkonto;Geschäftsjahr;Buchungsperiode;Belegart;Belegnummer;Buchungsdatum;Belegdatum;Text;Soll/Haben-Kennz.;Buchungsschlüssel;Betrag in Hauswährung;Kostenstelle;Auftrag;PSP-Element;Einkaufsbeleg;Steuerkennzeichen;Geschäftsbereich;Ausgleichsbeleg;Konto Gegenbuchung;Material
001;7108000;2025;2;WA;270002046;20.02.2025;20.02.2025;"KST             50 ST ;";S;81;39,51;35031400;;;;;;;759004;Y-6581RM
001;7108000;2025;2;WA;270002046;20.02.2025;20.02.2025;"KST             50 ST ;";S;81;34,92;35031400;;;;;;;759004;Y-6506RM
001;7108000;2025;2;WA;270002046;20.02.2025;20.02.2025;"KST             30 ST ;";S;81;116,83;35031400;;;;;;;759004;Y-6517RM
001;7108000;2025;2;WA;270002046;20.02.2025;20.02.2025;"KST             20 ST ;";S;81;18,18;35031400;;;;;;;759004;Y-6531RM
001;7108000;2025;2;WA;270002046;20.02.2025;20.02.2025;"KST             50 ST ;";S;81;18,99;35031400;;;;;;;759004;Y-6515RM
001;7108000;2025;2;WA;270002046;20.02.2025;20.02.2025;"KST            250 ST ;";S;81;102,95;35031400;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002047;20.02.2025;20.02.2025;"KST             20 ST ;";S;81;21,14;35040100;;;;;;;759004;Y-6501RM
001;7108000;2025;2;WA;270002047;20.02.2025;20.02.2025;"KST            100 ST ;";S;81;32,19;35040100;;;;;;;759004;Y-6675RM
001;7108000;2025;2;WA;270002047;20.02.2025;20.02.2025;"KST             50 ST ;";S;81;22,55;35040100;;;;;;;759004;Y-6542RM
001;7108000;2025;2;WA;270002047;20.02.2025;20.02.2025;"KST             50 ST ;";S;81;22,55;35040100;;;;;;;759004;Y-6542RM
001;7108000;2025;2;WA;270002047;20.02.2025;20.02.2025;"KST             30 ST ;";S;81;73,04;35040100;;;;;;;759004;Y-6520RM
001;7108000;2025;2;WA;270002047;20.02.2025;20.02.2025;"KST            100 ST ;";S;81;29,55;35040100;;;;;;;759004;Y-6503RM
001;7108000;2025;2;WA;270002047;20.02.2025;20.02.2025;"KST             20 ST ;";S;81;28,04;35040100;;;;;;;759004;Y-6525RM
001;7108000;2025;2;WA;270002047;20.02.2025;20.02.2025;"KST             50 ST ;";S;81;39,51;35040100;;;;;;;759004;Y-6581RM
001;7108000;2025;2;WA;270002047;20.02.2025;20.02.2025;"KST             50 ST ;";S;81;34,92;35040100;;;;;;;759004;Y-6506RM
001;7108000;2025;2;WA;270002047;20.02.2025;20.02.2025;"KST             15 ST ;";S;81;69,14;35040100;;;;;;;759004;Y-6572RM
001;7108000;2025;2;WA;270002047;20.02.2025;20.02.2025;"KST             30 ST ;";S;81;116,83;35040100;;;;;;;759004;Y-6517RM
001;7108000;2025;2;WA;270002047;20.02.2025;20.02.2025;"KST             60 ST ;";S;81;177,07;35040100;;;;;;;759004;Y-6502RM
001;7108000;2025;2;WA;270002048;20.02.2025;20.02.2025;"KST             16 ST ;";S;81;63,71;36010100;;;;;;;759004;Y-6665RM
001;7108000;2025;2;WA;270002048;20.02.2025;20.02.2025;"KST             50 ST ;";S;81;121,06;36010100;;;;;;;759004;Y-6668RM
001;7108000;2025;2;WA;270002048;20.02.2025;20.02.2025;"KST             50 ST ;";S;81;86,64;36010100;;;;;;;759004;Y-6603RM
001;7108000;2025;2;WA;270002048;20.02.2025;20.02.2025;"KST              5 ST ;";S;81;23,05;36010100;;;;;;;759004;Y-6572RM
001;7108000;2025;2;WA;270002048;20.02.2025;20.02.2025;"KST             30 ST ;";S;81;122,11;36010100;;;;;;;759004;Y-6663RM
001;7108000;2025;2;WA;270002048;20.02.2025;20.02.2025;"KST             54 ST ;";S;81;63,57;36010100;;;;;;;759004;Y-6529RM
001;7108000;2025;2;WA;270002048;20.02.2025;20.02.2025;"KST            250 ST ;";S;81;102,95;36010100;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002048;20.02.2025;20.02.2025;"KST              5 ST ;";S;81;29,79;36010100;;;;;;;759004;Y-6678RM
001;7108000;2025;2;WA;270002049;20.02.2025;20.02.2025;"KST              1 ST ;";S;81;0,62;36020100;;;;;;;759004;Y-6568RM
001;7108000;2025;2;WA;270002049;20.02.2025;20.02.2025;"KST             50 ST ;";S;81;18,99;36020100;;;;;;;759004;Y-6515RM
001;7108000;2025;2;WA;270002050;20.02.2025;20.02.2025;"KST             20 ST ;";S;81;5,91;36020700;;;;;;;759004;Y-6503RM
001;7108000;2025;2;WA;270002050;20.02.2025;20.02.2025;"KST             12 ST ;";S;81;14,13;36020700;;;;;;;759004;Y-6529RM
001;7108000;2025;2;WA;270002051;20.02.2025;20.02.2025;"KST            300 ST ;";S;81;58,05;10062000;;;;;;;759004;Y-6503_BGM
001;7108000;2025;2;WA;270002051;20.02.2025;20.02.2025;"KST             25 ST ;";S;81;26,48;10062000;;;;;;;759004;Y-6501_BGM
001;7108000;2025;2;WA;270002051;20.02.2025;20.02.2025;"KST            300 ST ;";S;81;376,44;10062000;;;;;;;759004;Y-6522_BGM
001;7108000;2025;2;WA;270002051;20.02.2025;20.02.2025;"KST            200 ST ;";S;81;327,81;10062000;;;;;;;759004;Y-6603_BGM
001;7108000;2025;2;WA;270002052;20.02.2025;20.02.2025;"KST             50 ST ;";S;81;22,55;36050800;;;;;;;759004;Y-6542RM
001;7108000;2025;2;WA;270002052;20.02.2025;20.02.2025;"KST             60 ST ;";S;81;280,77;36050800;;;;;;;759004;Y-6586RM
001;7108000;2025;2;K1;6002108;21.02.2025;05.02.2025;1,000 LE Kleintransporter (m.Fahre 11745 Kompakt B;S;81;2.499,00;10064000;;;4500157753;N3;;;11745;26608
001;7108000;2025;2;KP;30258594;21.02.2025;20.02.2025;#4085 Gewinnspielaktion in Hochschule;S;40;60,00;31060600;;;;N0;;;6011733;
001;7108000;2025;2;KP;30258603;21.02.2025;20.02.2025;MSP # 4737 Kundenbetreuung;S;40;80,99;31031500;;;;N0;;;6013125;
001;7108000;2025;2;KP;30258605;21.02.2025;20.02.2025;# 4785, Geschäftsessen Melanie Noka mit Herrn Lipp;S;40;21,00;31031400;;;;N0;;;6023453;
001;7108000;2025;2;KF;30258614;21.02.2025;05.02.2025;#4358, Jahresbeitrag KJU Iserlohn;S;40;102,00;35030400;;;;N0;;;839506;
001;7108000;2025;2;KF;30258736;21.02.2025;17.02.2025;Werbevereinbarung;S;40;238,00;10064000;;;;N0;;;864760;
001;7108000;2025;2;KF;30258789;21.02.2025;28.01.2025;Standkosten, Alte Börse 26.10.2025;S;40;25,00;35041000;;;;N0;;;865837;
001;7108000;2025;2;KP;30258790;21.02.2025;20.02.2025;Erstattung Derbystar;S;40;240,00;35040800;;;;N0;;;6006994;
001;7108000;2025;2;KF;30258791;21.02.2025;14.02.2025;#4603, Anzeige Abiturjahrgang 24/25 ScheffoldGym.;S;40;100,00;33070800;;;;N0;;;865839;
001;7108000;2025;2;WA;270002060;21.02.2025;21.02.2025;Storno WA;H;91;-62,95;10840000;;;;;;;759004;Y-6500RM
001;7108000;2025;2;WA;270002061;21.02.2025;21.02.2025;Storno WA;H;91;-20,98;10840000;;;;;;;759004;Y-6500RM
001;7108000;2025;2;WA;270002063;21.02.2025;21.02.2025;Muster 0820;H;91;-41,59;10082000;;;;;;;759004;Y-6500RM
001;7108000;2025;2;WA;270002064;21.02.2025;21.02.2025;Muster 0820;S;81;41,59;10082000;;;;;;;759004;Y-6500RM
001;7108000;2025;2;WA;270002065;21.02.2025;21.02.2025;Muster 0710;S;81;41,59;10071000;;;;;;;759004;Y-6500RM
001;7108000;2025;2;WA;270002066;21.02.2025;21.02.2025;"202             10 ST ;Snackbecher to go - Reg.Mar";H;91;-41,59;10071000;;;;;;;759004;Y-6500RM
001;7108000;2025;2;WA;270002067;21.02.2025;21.02.2025;"KST             10 ST ;Snackbecher to go - Reg.Mar";S;81;41,59;10071000;;;;;;;759004;Y-6500RM
001;7108000;2025;2;WA;270002068;21.02.2025;21.02.2025;"KST             10 ST ;Snackbecher to go - Reg.Mar";S;81;41,59;10071000;;;;;;;759004;Y-6500RM
001;7108000;2025;2;KF;30264142;24.02.2025;13.02.2025;Mitgliedschaft WJD Duisburg;S;40;150,00;35041400;;;;N0;;;857531;
001;7108000;2025;2;KF;30274221;24.02.2025;27.01.2025;#4300, Mitgliedschaft 2025;S;40;490,00;35031300;;;;N0;;;820594;
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            200 ST ;";S;81;82,36;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            450 ST ;";S;81;185,31;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            350 ST ;";S;81;144,13;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            200 ST ;";S;81;82,36;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            650 ST ;";S;81;267,67;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            350 ST ;";S;81;144,13;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            700 ST ;";S;81;288,26;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992             50 ST ;";S;81;20,59;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992             50 ST ;";S;81;20,59;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992             50 ST ;";S;81;20,59;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992             50 ST ;";S;81;20,59;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992             50 ST ;";S;81;20,59;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            700 ST ;";S;81;288,26;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            700 ST ;";S;81;288,26;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            250 ST ;";S;81;102,95;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            250 ST ;";S;81;102,95;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            450 ST ;";S;81;185,31;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.800 ST ;";S;81;741,25;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            150 ST ;";S;81;61,77;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            150 ST ;";S;81;61,77;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            300 ST ;";S;81;123,54;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            250 ST ;";S;81;102,95;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            300 ST ;";S;81;123,54;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            100 ST ;";S;81;41,18;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.000 ST ;";S;81;411,81;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            300 ST ;";S;81;123,54;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            300 ST ;";S;81;123,54;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            250 ST ;";S;81;102,95;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            150 ST ;";S;81;61,77;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            250 ST ;";S;81;102,95;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            250 ST ;";S;81;102,95;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            100 ST ;";S;81;41,18;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            600 ST ;";S;81;247,08;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            100 ST ;";S;81;41,18;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            300 ST ;";S;81;123,54;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            150 ST ;";S;81;61,77;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            300 ST ;";S;81;123,54;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            300 ST ;";S;81;123,54;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            300 ST ;";S;81;123,54;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.500 ST ;";S;81;617,71;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          2.000 ST ;";S;81;823,61;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            700 ST ;";S;81;288,26;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            800 ST ;";S;81;329,45;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            800 ST ;";S;81;329,45;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            600 ST ;";S;81;247,08;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.200 ST ;";S;81;494,17;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            750 ST ;";S;81;308,86;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          2.000 ST ;";S;81;823,61;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.500 ST ;";S;81;617,71;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.000 ST ;";S;81;411,81;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.000 ST ;";S;81;411,81;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.000 ST ;";S;81;411,81;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.000 ST ;";S;81;411,81;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            800 ST ;";S;81;329,45;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.000 ST ;";S;81;411,81;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.000 ST ;";S;81;411,81;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.000 ST ;";S;81;411,81;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            800 ST ;";S;81;329,45;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.600 ST ;";S;81;658,89;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.500 ST ;";S;81;617,71;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.500 ST ;";S;81;617,71;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            350 ST ;";S;81;144,13;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            800 ST ;";S;81;329,45;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            800 ST ;";S;81;329,45;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            700 ST ;";S;81;288,26;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          2.500 ST ;";S;81;1.029,52;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            600 ST ;";S;81;247,08;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            800 ST ;";S;81;329,45;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            750 ST ;";S;81;308,86;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            250 ST ;";S;81;102,95;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.000 ST ;";S;81;411,81;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            600 ST ;";S;81;247,08;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            200 ST ;";S;81;82,36;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            600 ST ;";S;81;247,08;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            200 ST ;";S;81;82,36;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            800 ST ;";S;81;329,45;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            800 ST ;";S;81;329,45;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            700 ST ;";S;81;288,26;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            950 ST ;";S;81;391,22;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.100 ST ;";S;81;452,99;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            900 ST ;";S;81;370,63;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            650 ST ;";S;81;267,67;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            750 ST ;";S;81;308,86;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.000 ST ;";S;81;411,81;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            200 ST ;";S;81;82,36;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          3.000 ST ;";S;81;1.235,42;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            900 ST ;";S;81;370,63;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            650 ST ;";S;81;267,67;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            300 ST ;";S;81;123,54;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.500 ST ;";S;81;617,71;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            300 ST ;";S;81;123,54;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            350 ST ;";S;81;144,13;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            600 ST ;";S;81;247,08;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            150 ST ;";S;81;61,77;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          2.500 ST ;";S;81;1.029,52;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            500 ST ;";S;81;205,90;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            200 ST ;";S;81;82,36;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            350 ST ;";S;81;144,13;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.200 ST ;";S;81;494,17;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            700 ST ;";S;81;288,26;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992          1.300 ST ;";S;81;535,35;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            700 ST ;";S;81;288,26;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            250 ST ;";S;81;102,95;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            300 ST ;";S;81;123,54;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            250 ST ;";S;81;102,95;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            350 ST ;";S;81;144,13;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            250 ST ;";S;81;102,95;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            350 ST ;";S;81;144,13;10071000;;;;;;;759004;Y-6523RM
001;7108000;2025;2;WA;270002111;24.02.2025;24.02.2025;"992            400 ST ;";S;81;164,72;10071000;;;;;;;759004;Y-6523RM
